step,suceptible_status,infected_status,recovered_status,vaccinated_status
7614,0,467,284,0
7615,0,466,285,0
7616,0,465,286,0
7617,0,466,285,0
7618,0,465,286,0
7619,0,466,285,0
7620,0,467,284,0
7621,0,466,285,0
7622,0,467,284,0
7623,0,468,283,0
7624,0,468,283,0
7625,0,467,284,0
7626,0,467,284,0
7627,0,467,284,0
7628,0,467,284,0
7629,0,466,285,0
7630,0,464,287,0
7631,0,465,286,0
7632,0,465,286,0
7633,0,466,285,0
7634,0,466,285,0
7635,0,465,286,0
7636,0,466,285,0
7637,0,466,285,0
7638,0,468,283,0
7639,0,468,283,0
7640,0,468,283,0
7641,0,467,284,0
7642,0,469,282,0
7643,0,468,283,0
7644,0,469,282,0
7645,0,469,282,0
7646,0,470,281,0
7647,0,471,280,0
7648,0,471,280,0
7649,0,471,280,0
7650,0,471,280,0
7651,0,472,279,0
7652,0,473,278,0
7653,0,474,277,0
7654,0,475,276,0
7655,0,474,277,0
7656,0,474,277,0
7657,0,475,276,0
7658,0,475,276,0
7659,0,475,276,0
7660,0,474,277,0
7661,0,474,277,0
7662,0,475,275,0
7663,0,474,276,0
7664,0,474,276,0
7665,0,473,277,0
7666,0,474,276,0
7667,0,474,276,0
7668,0,475,275,0
7669,0,477,273,0
7670,0,477,273,0
7671,0,477,273,0
7672,0,476,274,0
7673,0,475,275,0
7674,0,475,275,0
7675,0,474,276,0
7676,0,473,277,0
7677,0,474,276,0
7678,0,473,277,0
7679,0,474,276,0
7680,0,473,277,0
7681,0,473,277,0
7682,0,472,278,0
7683,0,473,277,0
7684,0,471,279,0
7685,0,471,279,0
7686,0,471,279,0
7687,0,470,280,0
7688,0,470,280,0
7689,0,470,280,0
7690,0,470,280,0
7691,0,470,280,0
7692,0,469,281,0
7693,0,469,281,0
7694,0,469,281,0
7695,0,471,279,0
7696,0,472,278,0
7697,0,472,278,0
7698,0,471,279,0
7699,0,472,278,0
7700,0,470,280,0
7701,0,470,280,0
7702,0,470,280,0
7703,0,472,278,0
7704,0,474,276,0
7705,0,474,276,0
7706,0,473,277,0
7707,0,472,278,0
7708,0,472,278,0
7709,0,472,278,0
7710,0,473,277,0
7711,0,474,276,0
7712,0,475,275,0
7713,0,475,275,0
7714,0,475,275,0
7715,0,476,274,0
7716,0,476,274,0
7717,0,475,275,0
7718,0,473,277,0
7719,0,473,277,0
7720,0,473,277,0
7721,0,472,278,0
7722,0,473,277,0
7723,0,475,275,0
7724,0,474,276,0
7725,0,475,275,0
7726,0,477,273,0
7727,0,477,273,0
7728,0,476,274,0
7729,0,477,273,0
7730,0,477,273,0
7731,0,477,273,0
7732,0,477,273,0
7733,0,477,273,0
7734,0,478,272,0
7735,0,478,272,0
7736,0,477,273,0
7737,0,477,273,0
7738,0,478,272,0
7739,0,478,272,0
7740,0,478,272,0
7741,0,478,272,0
7742,0,479,271,0
7743,0,481,269,0
7744,0,481,269,0
7745,0,481,269,0
7746,0,481,269,0
7747,0,480,270,0
7748,0,479,271,0
7749,0,480,270,0
7750,0,481,269,0
7751,0,481,269,0
7752,0,480,270,0
7753,0,478,272,0
7754,0,477,273,0
7755,0,474,276,0
7756,0,474,276,0
7757,0,475,275,0
7758,0,474,276,0
7759,0,474,276,0
7760,0,473,277,0
7761,0,472,278,0
7762,0,474,276,0
7763,0,474,276,0
7764,0,475,275,0
7765,0,474,276,0
7766,0,472,278,0
7767,0,473,277,0
7768,0,471,279,0
7769,0,473,277,0
7770,0,473,277,0
7771,0,474,276,0
7772,0,474,276,0
7773,0,475,275,0
7774,0,475,275,0
7775,0,476,274,0
7776,0,476,274,0
7777,0,475,275,0
7778,0,477,273,0
7779,0,478,272,0
7780,0,479,271,0
7781,0,479,271,0
7782,0,479,271,0
7783,0,478,272,0
7784,0,477,273,0
7785,0,478,272,0
7786,0,479,271,0
7787,0,479,271,0
7788,0,479,271,0
7789,0,482,268,0
7790,0,481,269,0
7791,0,481,269,0
7792,0,477,273,0
7793,0,476,274,0
7794,0,476,274,0
7795,0,477,273,0
7796,0,480,270,0
7797,0,479,271,0
7798,0,478,272,0
7799,0,478,272,0
7800,0,477,273,0
7801,0,477,273,0
7802,0,477,273,0
7803,0,477,273,0
7804,0,477,273,0
7805,0,477,273,0
7806,0,475,275,0
7807,0,478,272,0
7808,0,477,273,0
7809,0,477,273,0
7810,0,477,273,0
7811,0,477,273,0
7812,0,478,272,0
7813,0,478,272,0
7814,0,478,272,0
7815,0,478,272,0
7816,0,478,272,0
7817,0,478,272,0
7818,0,477,273,0
7819,0,478,272,0
7820,0,477,273,0
7821,0,477,273,0
7822,0,478,272,0
7823,0,477,273,0
7824,0,475,275,0
7825,0,473,277,0
7826,0,472,278,0
7827,0,471,279,0
7828,0,469,281,0
7829,0,467,282,0
7830,0,467,282,0
7831,0,465,284,0
7832,0,465,284,0
7833,0,463,286,0
7834,0,463,286,0
7835,0,462,287,0
7836,0,463,286,0
7837,0,465,284,0
7838,0,463,285,0
7839,0,462,286,0
7840,0,461,287,0
7841,0,461,287,0
7842,0,461,287,0
7843,0,461,287,0
7844,0,460,288,0
7845,0,460,288,0
7846,0,459,289,0
7847,0,460,288,0
7848,0,460,288,0
7849,0,461,287,0
7850,0,461,287,0
7851,0,460,288,0
7852,0,457,291,0
7853,0,456,292,0
7854,0,455,293,0
7855,0,456,292,0
7856,0,454,293,0
7857,0,454,293,0
7858,0,454,293,0
7859,0,455,292,0
7860,0,455,292,0
7861,0,455,292,0
7862,0,455,292,0
7863,0,456,291,0
7864,0,456,291,0
7865,0,456,291,0
7866,0,455,292,0
7867,0,456,291,0
7868,0,455,292,0
7869,0,454,293,0
7870,0,455,292,0
7871,0,457,290,0
7872,0,458,289,0
7873,0,460,287,0
7874,0,459,288,0
7875,0,460,287,0
7876,0,460,287,0
7877,0,461,286,0
7878,0,462,285,0
7879,0,463,284,0
7880,0,462,285,0
7881,0,462,285,0
7882,0,462,285,0
7883,0,461,286,0
7884,0,461,286,0
7885,0,462,285,0
7886,0,463,284,0
7887,0,462,285,0
7888,0,462,285,0
7889,0,461,286,0
7890,0,460,286,0
7891,0,460,286,0
7892,0,461,285,0
7893,0,461,285,0
7894,0,461,285,0
7895,0,461,285,0
7896,0,460,286,0
7897,0,460,286,0
7898,0,460,286,0
7899,0,460,286,0
7900,0,462,284,0
7901,0,461,285,0
7902,0,461,285,0
7903,0,460,286,0
7904,0,461,285,0
7905,0,462,284,0
7906,0,462,284,0
7907,0,461,285,0
7908,0,461,285,0
7909,0,463,283,0
7910,0,463,283,0
7911,0,462,284,0
7912,0,461,285,0
7913,0,458,288,0
7914,0,457,289,0
7915,0,457,289,0
7916,0,457,289,0
7917,0,457,289,0
7918,0,457,289,0
7919,0,456,290,0
7920,0,455,291,0
7921,0,458,288,0
7922,0,458,288,0
7923,0,455,291,0
7924,0,454,292,0
7925,0,454,292,0
7926,0,457,289,0
7927,0,457,289,0
7928,0,457,289,0
7929,0,458,288,0
7930,0,458,288,0
7931,0,459,287,0
7932,0,460,286,0
7933,0,459,287,0
7934,0,459,287,0
7935,0,459,287,0
7936,0,459,287,0
7937,0,459,287,0
7938,0,459,287,0
7939,0,460,286,0
7940,0,459,287,0
7941,0,457,289,0
7942,0,456,290,0
7943,0,455,291,0
7944,0,453,293,0
7945,0,453,292,0
7946,0,452,293,0
7947,0,452,293,0
7948,0,453,292,0
7949,0,454,291,0
7950,0,454,291,0
7951,0,452,293,0
7952,0,452,293,0
7953,0,451,294,0
7954,0,451,294,0
7955,0,452,293,0
7956,0,452,293,0
7957,0,453,292,0
7958,0,454,291,0
7959,0,455,290,0
7960,0,454,291,0
7961,0,453,292,0
7962,0,454,291,0
7963,0,454,291,0
7964,0,453,292,0
7965,0,453,292,0
7966,0,452,293,0
7967,0,450,295,0
7968,0,451,294,0
7969,0,451,294,0
7970,0,449,296,0
7971,0,447,298,0
7972,0,447,298,0
7973,0,447,298,0
7974,0,447,298,0
7975,0,448,297,0
7976,0,450,295,0
7977,0,449,296,0
7978,0,449,296,0
7979,0,448,297,0
7980,0,448,297,0
7981,0,446,299,0
7982,0,445,300,0
7983,0,445,300,0
7984,0,445,300,0
7985,0,441,304,0
7986,0,441,304,0
7987,0,440,304,0
7988,0,440,304,0
7989,0,439,305,0
7990,0,440,304,0
7991,0,438,306,0
7992,0,438,306,0
7993,0,439,305,0
7994,0,439,305,0
7995,0,443,301,0
7996,0,442,302,0
7997,0,445,299,0
7998,0,445,299,0
7999,0,444,300,0
8000,0,442,302,0
8001,0,442,302,0
8002,0,442,302,0
8003,0,442,302,0
8004,0,441,303,0
8005,0,441,303,0
8006,0,440,304,0
8007,0,440,304,0
8008,0,442,302,0
8009,0,443,301,0
8010,0,440,304,0
8011,0,440,304,0
8012,0,440,304,0
8013,0,442,302,0
8014,0,445,299,0
8015,0,444,300,0
8016,0,444,300,0
8017,0,443,301,0
8018,0,443,301,0
8019,0,442,302,0
8020,0,442,302,0
8021,0,444,300,0
8022,0,443,301,0
8023,0,443,301,0
8024,0,443,301,0
8025,0,444,300,0
8026,0,445,299,0
8027,0,443,301,0
8028,0,443,301,0
8029,0,443,301,0
8030,0,445,299,0
8031,0,444,300,0
8032,0,445,299,0
8033,0,445,299,0
8034,0,445,299,0
8035,0,446,298,0
8036,0,446,298,0
8037,0,447,297,0
8038,0,446,298,0
8039,0,446,298,0
8040,0,447,297,0
8041,0,447,297,0
8042,0,449,295,0
8043,0,448,296,0
8044,0,449,295,0
8045,0,448,296,0
8046,0,448,296,0
8047,0,447,297,0
8048,0,447,297,0
8049,0,446,298,0
8050,0,446,298,0
8051,0,445,299,0
8052,0,445,299,0
8053,0,444,300,0
8054,0,443,301,0
8055,0,444,300,0
8056,0,442,302,0
8057,0,442,302,0
8058,0,443,301,0
8059,0,442,301,0
8060,0,441,302,0
8061,0,441,302,0
8062,0,441,302,0
8063,0,439,304,0
8064,0,441,302,0
8065,0,441,302,0
8066,0,440,302,0
8067,0,440,302,0
8068,0,440,302,0
8069,0,441,301,0
8070,0,440,302,0
8071,0,440,302,0
8072,0,439,303,0
8073,0,439,303,0
8074,0,440,302,0
8075,0,441,301,0
8076,0,440,302,0
8077,0,439,303,0
8078,0,440,302,0
8079,0,437,305,0
8080,0,437,305,0
8081,0,435,307,0
8082,0,434,308,0
8083,0,434,308,0
8084,0,434,308,0
8085,0,437,305,0
8086,0,437,305,0
8087,0,436,306,0
8088,0,437,305,0
8089,0,437,305,0
8090,0,437,305,0
8091,0,437,305,0
8092,0,438,304,0
8093,0,439,303,0
8094,0,437,305,0
8095,0,438,304,0
8096,0,437,305,0
8097,0,437,305,0
8098,0,437,305,0
8099,0,439,303,0
8100,0,438,304,0
8101,0,438,304,0
8102,0,438,304,0
8103,0,439,303,0
8104,0,438,304,0
8105,0,438,304,0
8106,0,437,305,0
8107,0,439,303,0
8108,0,440,302,0
8109,0,440,302,0
8110,0,441,301,0
8111,0,441,301,0
8112,0,442,300,0
8113,0,442,300,0
8114,0,443,299,0
8115,0,443,299,0
8116,0,444,298,0
8117,0,444,298,0
8118,0,445,297,0
8119,0,445,297,0
8120,0,446,296,0
8121,0,445,297,0
8122,0,445,297,0
8123,0,446,296,0
8124,0,444,298,0
8125,0,443,299,0
8126,0,444,298,0
8127,0,444,298,0
8128,0,445,297,0
8129,0,445,297,0
8130,0,445,297,0
8131,0,445,297,0
8132,0,444,298,0
8133,0,444,298,0
8134,0,443,299,0
8135,0,444,298,0
8136,0,444,298,0
8137,0,443,299,0
8138,0,445,297,0
8139,0,445,297,0
8140,0,445,297,0
8141,0,444,298,0
8142,0,444,298,0
8143,0,445,297,0
8144,0,443,299,0
8145,0,443,299,0
8146,0,440,301,0
8147,0,441,300,0
8148,0,439,302,0
8149,0,439,302,0
8150,0,438,303,0
8151,0,438,303,0
8152,0,437,304,0
8153,0,437,304,0
8154,0,437,304,0
8155,0,438,303,0
8156,0,437,304,0
8157,0,437,304,0
8158,0,436,305,0
8159,0,436,304,0
8160,0,435,305,0
8161,0,436,304,0
8162,0,437,303,0
8163,0,439,301,0
8164,0,441,299,0
8165,0,441,299,0
8166,0,440,300,0
8167,0,440,300,0
8168,0,439,301,0
8169,0,439,301,0
8170,0,440,300,0
8171,0,440,300,0
8172,0,439,301,0
8173,0,438,302,0
8174,0,438,302,0
8175,0,438,302,0
8176,0,438,302,0
8177,0,438,302,0
8178,0,438,302,0
8179,0,436,303,0
8180,0,438,301,0
8181,0,439,300,0
8182,0,438,301,0
8183,0,439,300,0
8184,0,438,301,0
8185,0,437,302,0
8186,0,437,302,0
8187,0,435,304,0
8188,0,437,302,0
8189,0,438,301,0
8190,0,439,300,0
8191,0,438,301,0
8192,0,438,301,0
8193,0,437,302,0
8194,0,436,303,0
8195,0,436,303,0
8196,0,436,303,0
8197,0,436,303,0
8198,0,437,302,0
8199,0,437,302,0
8200,0,437,302,0
8201,0,439,300,0
8202,0,439,300,0
8203,0,439,300,0
8204,0,440,299,0
8205,0,440,299,0
8206,0,440,299,0
8207,0,441,298,0
8208,0,441,298,0
8209,0,440,299,0
8210,0,438,301,0
8211,0,437,302,0
8212,0,437,302,0
8213,0,435,304,0
8214,0,436,303,0
8215,0,436,303,0
8216,0,435,304,0
8217,0,435,304,0
8218,0,436,303,0
8219,0,436,303,0
8220,0,436,303,0
8221,0,434,305,0
8222,0,434,305,0
8223,0,436,303,0
8224,0,437,302,0
8225,0,439,300,0
8226,0,438,301,0
8227,0,438,301,0
8228,0,436,303,0
8229,0,436,303,0
8230,0,435,304,0
8231,0,434,304,0
8232,0,434,304,0
8233,0,432,306,0
8234,0,432,306,0
8235,0,434,304,0
8236,0,434,304,0
8237,0,434,304,0
8238,0,435,303,0
8239,0,435,303,0
8240,0,434,304,0
8241,0,434,304,0
8242,0,434,304,0
8243,0,431,306,0
8244,0,431,306,0
8245,0,430,307,0
8246,0,428,308,0
8247,0,426,310,0
8248,0,426,310,0
8249,0,425,311,0
8250,0,425,311,0
8251,0,424,312,0
8252,0,424,312,0
8253,0,423,313,0
8254,0,423,313,0
8255,0,423,313,0
8256,0,423,313,0
8257,0,421,315,0
8258,0,420,316,0
8259,0,421,315,0
8260,0,423,313,0
8261,0,424,312,0
8262,0,424,312,0
8263,0,425,311,0
8264,0,424,312,0
8265,0,423,313,0
8266,0,422,314,0
8267,0,421,315,0
8268,0,420,316,0
8269,0,421,315,0
8270,0,421,315,0
8271,0,420,316,0
8272,0,421,315,0
8273,0,420,316,0
8274,0,419,317,0
8275,0,419,317,0
8276,0,421,315,0
8277,0,421,315,0
8278,0,421,315,0
8279,0,421,315,0
8280,0,421,315,0
8281,0,422,314,0
8282,0,421,315,0
8283,0,419,316,0
8284,0,418,317,0
8285,0,418,317,0
8286,0,418,317,0
8287,0,419,316,0
8288,0,420,315,0
8289,0,420,315,0
8290,0,421,314,0
8291,0,419,316,0
8292,0,422,313,0
8293,0,422,313,0
8294,0,422,313,0
8295,0,423,312,0
8296,0,421,314,0
8297,0,421,314,0
8298,0,421,314,0
8299,0,419,315,0
8300,0,419,315,0
8301,0,421,313,0
8302,0,422,312,0
8303,0,422,312,0
8304,0,422,312,0
8305,0,423,311,0
8306,0,424,310,0
8307,0,423,311,0
8308,0,422,312,0
8309,0,423,311,0
8310,0,423,311,0
8311,0,419,315,0
8312,0,421,313,0
8313,0,422,312,0
8314,0,422,312,0
8315,0,422,312,0
8316,0,421,313,0
8317,0,422,312,0
8318,0,421,313,0
8319,0,421,313,0
8320,0,420,314,0
8321,0,418,316,0
8322,0,418,316,0
8323,0,419,315,0
8324,0,418,316,0
8325,0,415,319,0
8326,0,416,318,0
8327,0,415,319,0
8328,0,416,318,0
8329,0,415,319,0
8330,0,415,319,0
8331,0,415,319,0
8332,0,416,318,0
8333,0,415,319,0
8334,0,414,320,0
8335,0,414,320,0
8336,0,415,319,0
8337,0,414,320,0
8338,0,415,319,0
8339,0,413,321,0
8340,0,412,322,0
8341,0,411,323,0
8342,0,412,322,0
8343,0,412,322,0
8344,0,411,323,0
8345,0,412,322,0
8346,0,412,322,0
8347,0,413,321,0
8348,0,412,322,0
8349,0,411,323,0
8350,0,412,322,0
8351,0,412,322,0
8352,0,414,320,0
8353,0,413,321,0
8354,0,415,319,0
8355,0,416,318,0
8356,0,415,319,0
8357,0,415,319,0
8358,0,414,320,0
8359,0,415,319,0
8360,0,413,321,0
8361,0,413,321,0
8362,0,412,322,0
8363,0,412,322,0
8364,0,410,323,0
8365,0,410,323,0
8366,0,409,324,0
8367,0,408,325,0
8368,0,408,325,0
8369,0,408,325,0
8370,0,406,327,0
8371,0,405,328,0
8372,0,407,326,0
8373,0,406,327,0
8374,0,406,327,0
8375,0,404,329,0
8376,0,405,328,0
8377,0,404,329,0
8378,0,407,326,0
8379,0,406,327,0
8380,0,406,327,0
8381,0,406,327,0
8382,0,404,329,0
8383,0,406,327,0
8384,0,406,327,0
8385,0,407,326,0
8386,0,406,327,0
8387,0,406,327,0
8388,0,405,327,0
8389,0,403,329,0
8390,0,403,329,0
8391,0,404,328,0
8392,0,404,328,0
8393,0,404,328,0
8394,0,405,327,0
8395,0,405,327,0
8396,0,405,327,0
8397,0,404,328,0
8398,0,404,328,0
8399,0,403,329,0
8400,0,404,328,0
8401,0,404,328,0
8402,0,405,327,0
8403,0,403,329,0
8404,0,405,327,0
8405,0,406,326,0
8406,0,406,326,0
8407,0,407,325,0
8408,0,409,323,0
8409,0,409,323,0
8410,0,409,323,0
8411,0,409,323,0
8412,0,411,321,0
8413,0,412,320,0
8414,0,414,318,0
8415,0,413,319,0
8416,0,413,318,0
8417,0,414,317,0
8418,0,414,317,0
8419,0,412,319,0
8420,0,414,317,0
8421,0,414,317,0
8422,0,416,315,0
8423,0,414,316,0
8424,0,413,317,0
8425,0,413,317,0
8426,0,414,316,0
8427,0,413,317,0
8428,0,413,317,0
8429,0,413,317,0
8430,0,412,318,0
8431,0,412,318,0
8432,0,412,318,0
8433,0,413,317,0
8434,0,412,318,0
8435,0,411,318,0
8436,0,411,318,0
8437,0,411,318,0
8438,0,413,316,0
8439,0,413,316,0
8440,0,414,315,0
8441,0,414,315,0
8442,0,414,315,0
8443,0,412,317,0
8444,0,411,318,0
8445,0,411,318,0
8446,0,409,320,0
8447,0,410,319,0
8448,0,410,319,0
8449,0,409,320,0
8450,0,408,321,0
8451,0,407,322,0
8452,0,407,322,0
8453,0,407,322,0
8454,0,406,323,0
8455,0,406,323,0
8456,0,406,323,0
8457,0,408,321,0
8458,0,407,322,0
8459,0,409,320,0
8460,0,409,320,0
8461,0,408,321,0
8462,0,407,322,0
8463,0,405,324,0
8464,0,405,324,0
8465,0,404,325,0
8466,0,405,324,0
8467,0,405,324,0
8468,0,405,324,0
8469,0,404,325,0
8470,0,404,325,0
8471,0,406,323,0
8472,0,405,324,0
8473,0,406,323,0
8474,0,407,322,0
8475,0,407,322,0
8476,0,408,321,0
8477,0,409,320,0
8478,0,410,319,0
8479,0,409,320,0
8480,0,409,320,0
8481,0,410,319,0
8482,0,409,320,0
8483,0,409,320,0
8484,0,408,321,0
8485,0,407,322,0
8486,0,408,321,0
8487,0,407,322,0
8488,0,408,321,0
8489,0,406,323,0
8490,0,406,323,0
8491,0,405,324,0
8492,0,405,324,0
8493,0,404,325,0
8494,0,402,326,0
8495,0,402,326,0
8496,0,402,326,0
8497,0,404,324,0
8498,0,404,324,0
8499,0,402,326,0
8500,0,404,324,0
8501,0,404,324,0
8502,0,404,324,0
8503,0,404,324,0
8504,0,404,324,0
8505,0,403,325,0
8506,0,402,326,0
8507,0,402,326,0
8508,0,401,327,0
8509,0,399,329,0
8510,0,400,328,0
8511,0,400,328,0
8512,0,400,328,0
8513,0,399,329,0
8514,0,399,329,0
8515,0,399,329,0
8516,0,397,331,0
8517,0,396,332,0
8518,0,396,332,0
8519,0,396,332,0
8520,0,396,332,0
8521,0,395,333,0
8522,0,396,332,0
8523,0,396,332,0
8524,0,396,332,0
8525,0,397,331,0
8526,0,398,330,0
8527,0,396,332,0
8528,0,396,332,0
8529,0,397,331,0
8530,0,397,331,0
8531,0,397,331,0
8532,0,396,332,0
8533,0,397,331,0
8534,0,396,332,0
8535,0,397,331,0
8536,0,397,331,0
8537,0,397,331,0
8538,0,398,330,0
8539,0,399,329,0
8540,0,399,329,0
8541,0,399,329,0
8542,0,399,329,0
8543,0,399,329,0
8544,0,399,329,0
8545,0,399,329,0
8546,0,399,329,0
8547,0,399,329,0
8548,0,399,329,0
8549,0,398,330,0
8550,0,399,329,0
8551,0,399,329,0
8552,0,399,329,0
8553,0,400,328,0
8554,0,402,326,0
8555,0,403,325,0
8556,0,404,323,0
8557,0,402,325,0
8558,0,402,325,0
8559,0,405,322,0
8560,0,408,319,0
8561,0,408,319,0
8562,0,410,317,0
8563,0,411,316,0
8564,0,411,316,0
8565,0,411,316,0
8566,0,412,315,0
8567,0,411,315,0
8568,0,412,314,0
8569,0,411,314,0
8570,0,411,314,0
8571,0,411,314,0
8572,0,412,313,0
8573,0,412,313,0
8574,0,412,313,0
8575,0,411,314,0
8576,0,412,313,0
8577,0,412,313,0
8578,0,412,313,0
8579,0,411,314,0
8580,0,410,315,0
8581,0,411,314,0
8582,0,412,313,0
8583,0,411,314,0
8584,0,412,313,0
8585,0,412,313,0
8586,0,412,313,0
8587,0,412,313,0
8588,0,415,310,0
8589,0,417,308,0
8590,0,417,308,0
8591,0,415,310,0
8592,0,414,311,0
8593,0,412,313,0
8594,0,412,313,0
8595,0,412,313,0
8596,0,412,313,0
8597,0,410,315,0
8598,0,410,315,0
8599,0,410,315,0
8600,0,410,315,0
8601,0,411,314,0
8602,0,411,314,0
8603,0,411,314,0
8604,0,412,313,0
8605,0,411,314,0
8606,0,412,313,0
8607,0,414,311,0
8608,0,414,311,0
8609,0,414,311,0
8610,0,413,312,0
8611,0,412,313,0
8612,0,411,314,0
8613,0,413,312,0
8614,0,413,312,0
8615,0,413,312,0
8616,0,413,312,0
8617,0,413,312,0
8618,0,414,311,0
8619,0,414,311,0
8620,0,413,312,0
8621,0,413,312,0
8622,0,413,312,0
8623,0,413,312,0
8624,0,412,313,0
8625,0,411,314,0
8626,0,412,313,0
8627,0,413,312,0
8628,0,414,311,0
8629,0,413,312,0
8630,0,413,312,0
8631,0,413,312,0
8632,0,415,310,0
8633,0,415,310,0
8634,0,415,310,0
8635,0,414,311,0
8636,0,414,311,0
8637,0,414,311,0
8638,0,414,311,0
8639,0,414,311,0
8640,0,415,309,0
8641,0,412,312,0
8642,0,415,309,0
8643,0,415,309,0
8644,0,416,308,0
8645,0,416,308,0
8646,0,413,311,0
8647,0,412,312,0
8648,0,413,311,0
8649,0,413,311,0
8650,0,416,308,0
8651,0,415,309,0
8652,0,416,308,0
8653,0,416,307,0
8654,0,417,306,0
8655,0,417,306,0
8656,0,417,306,0
8657,0,417,305,0
8658,0,418,304,0
8659,0,416,306,0
8660,0,416,306,0
8661,0,418,304,0
8662,0,419,303,0
8663,0,419,303,0
8664,0,420,302,0
8665,0,419,303,0
8666,0,419,303,0
8667,0,419,303,0
8668,0,418,304,0
8669,0,417,305,0
8670,0,417,305,0
8671,0,420,302,0
8672,0,422,300,0
8673,0,423,299,0
8674,0,423,299,0
8675,0,423,299,0
8676,0,422,299,0
8677,0,420,301,0
8678,0,419,302,0
8679,0,419,302,0
8680,0,419,302,0
8681,0,419,302,0
8682,0,418,303,0
8683,0,418,302,0
8684,0,418,302,0
8685,0,417,303,0
8686,0,419,301,0
8687,0,419,301,0
8688,0,418,302,0
8689,0,419,301,0
8690,0,420,300,0
8691,0,420,300,0
8692,0,420,300,0
8693,0,421,299,0
8694,0,422,298,0
8695,0,421,299,0
8696,0,419,300,0
8697,0,420,299,0
8698,0,419,300,0
8699,0,420,299,0
8700,0,419,300,0
8701,0,420,299,0
8702,0,420,299,0
8703,0,419,300,0
8704,0,419,300,0
8705,0,419,300,0
8706,0,417,302,0
8707,0,419,300,0
8708,0,419,300,0
8709,0,419,300,0
8710,0,416,303,0
8711,0,417,302,0
8712,0,417,302,0
8713,0,416,303,0
8714,0,417,302,0
8715,0,414,305,0
8716,0,414,305,0
8717,0,412,307,0
8718,0,412,307,0
8719,0,412,307,0
8720,0,413,306,0
8721,0,412,307,0
8722,0,412,307,0
8723,0,412,307,0
8724,0,412,307,0
8725,0,411,308,0
8726,0,411,308,0
8727,0,411,308,0
8728,0,409,310,0
8729,0,408,311,0
8730,0,408,311,0
8731,0,409,310,0
8732,0,409,310,0
8733,0,407,312,0
8734,0,405,314,0
8735,0,405,314,0
8736,0,404,315,0
8737,0,405,314,0
8738,0,406,313,0
8739,0,406,313,0
8740,0,406,313,0
8741,0,404,315,0
8742,0,404,315,0
8743,0,404,315,0
8744,0,404,315,0
8745,0,403,316,0
8746,0,403,316,0
8747,0,404,315,0
8748,0,405,314,0
8749,0,405,314,0
8750,0,405,314,0
8751,0,404,315,0
8752,0,403,316,0
8753,0,403,316,0
8754,0,403,316,0
8755,0,401,318,0
8756,0,401,318,0
8757,0,401,318,0
8758,0,402,317,0
8759,0,404,315,0
8760,0,404,315,0
8761,0,404,315,0
8762,0,403,316,0
8763,0,404,315,0
8764,0,404,315,0
8765,0,404,315,0
8766,0,403,316,0
8767,0,404,315,0
8768,0,404,315,0
8769,0,406,313,0
8770,0,407,312,0
8771,0,408,311,0
8772,0,408,311,0
8773,0,410,309,0
8774,0,410,309,0
8775,0,409,310,0
8776,0,412,307,0
8777,0,411,308,0
8778,0,410,309,0
8779,0,410,309,0
8780,0,411,308,0
8781,0,413,306,0
8782,0,413,306,0
8783,0,415,304,0
8784,0,414,305,0
8785,0,414,305,0
8786,0,414,305,0
8787,0,414,305,0
8788,0,414,305,0
8789,0,413,306,0
8790,0,413,306,0
8791,0,415,304,0
8792,0,415,304,0
8793,0,415,304,0
8794,0,416,303,0
8795,0,416,303,0
8796,0,416,303,0
8797,0,418,301,0
8798,0,417,302,0
8799,0,417,302,0
8800,0,417,302,0
8801,0,416,303,0
8802,0,418,301,0
8803,0,417,302,0
8804,0,417,302,0
8805,0,414,305,0
8806,0,414,305,0
8807,0,415,304,0
8808,0,415,304,0
8809,0,415,304,0
8810,0,416,303,0
8811,0,416,303,0
8812,0,413,306,0
8813,0,414,305,0
8814,0,414,305,0
8815,0,413,306,0
8816,0,416,303,0
8817,0,416,303,0
8818,0,416,303,0
8819,0,414,305,0
8820,0,415,304,0
8821,0,416,303,0
8822,0,416,303,0
8823,0,415,304,0
8824,0,416,303,0
8825,0,416,303,0
8826,0,416,303,0
8827,0,414,305,0
8828,0,412,307,0
8829,0,412,307,0
8830,0,411,308,0
8831,0,412,307,0
8832,0,411,308,0
8833,0,411,308,0
8834,0,410,309,0
8835,0,411,308,0
8836,0,410,309,0
8837,0,411,308,0
8838,0,410,309,0
8839,0,410,309,0
8840,0,411,308,0
8841,0,411,308,0
8842,0,410,309,0
8843,0,410,309,0
8844,0,412,307,0
8845,0,413,306,0
8846,0,414,305,0
8847,0,415,304,0
8848,0,414,305,0
8849,0,413,306,0
8850,0,414,305,0
8851,0,416,303,0
8852,0,416,303,0
8853,0,416,303,0
8854,0,417,302,0
8855,0,416,303,0
8856,0,416,303,0
8857,0,416,303,0
8858,0,414,305,0
8859,0,413,306,0
8860,0,414,305,0
8861,0,413,306,0
8862,0,414,305,0
8863,0,414,304,0
8864,0,414,304,0
8865,0,413,305,0
8866,0,414,304,0
8867,0,415,303,0
8868,0,415,303,0
8869,0,416,302,0
8870,0,417,301,0
8871,0,418,300,0
8872,0,419,299,0
8873,0,420,298,0
8874,0,420,298,0
8875,0,419,299,0
8876,0,419,299,0
8877,0,420,298,0
8878,0,420,298,0
8879,0,420,298,0
8880,0,420,298,0
8881,0,419,299,0
8882,0,419,299,0
8883,0,417,301,0
