step,suceptible_status,infected_status,recovered_status,vaccinated_status
4259,0,302,574,0
4260,0,302,574,0
4261,0,300,576,0
4262,0,300,576,0
4263,0,300,576,0
4264,0,300,576,0
4265,0,301,575,0
4266,0,302,574,0
4267,0,301,575,0
4268,0,300,576,0
4269,0,298,578,0
4270,0,298,578,0
4271,0,296,580,0
4272,0,296,580,0
4273,0,296,580,0
4274,0,296,580,0
4275,0,297,579,0
4276,0,296,580,0
4277,0,296,580,0
4278,0,295,581,0
4279,0,295,581,0
4280,0,294,582,0
4281,0,294,582,0
4282,0,293,583,0
4283,0,293,583,0
4284,0,292,584,0
4285,0,292,584,0
4286,0,292,583,0
4287,0,292,583,0
4288,0,292,583,0
4289,0,293,582,0
4290,0,292,583,0
4291,0,290,585,0
4292,0,291,584,0
4293,0,291,584,0
4294,0,291,584,0
4295,0,291,584,0
4296,0,291,584,0
4297,0,291,584,0
4298,0,290,585,0
4299,0,290,585,0
4300,0,290,585,0
4301,0,290,585,0
4302,0,289,586,0
4303,0,287,588,0
4304,0,287,588,0
4305,0,285,590,0
4306,0,285,590,0
4307,0,282,593,0
4308,0,282,593,0
4309,0,282,593,0
4310,0,280,594,0
4311,0,278,596,0
4312,0,276,598,0
4313,0,275,599,0
4314,0,275,599,0
4315,0,275,599,0
4316,0,273,601,0
4317,0,273,601,0
4318,0,273,601,0
4319,0,271,603,0
4320,0,271,603,0
4321,0,272,602,0
4322,0,272,602,0
4323,0,273,601,0
4324,0,271,603,0
4325,0,271,603,0
4326,0,270,604,0
4327,0,271,603,0
4328,0,271,603,0
4329,0,271,603,0
4330,0,271,603,0
4331,0,271,603,0
4332,0,271,603,0
4333,0,271,603,0
4334,0,270,604,0
4335,0,270,604,0
4336,0,270,604,0
4337,0,268,605,0
4338,0,268,605,0
4339,0,266,607,0
4340,0,266,607,0
4341,0,266,607,0
4342,0,265,608,0
4343,0,265,608,0
4344,0,265,608,0
4345,0,265,608,0
4346,0,265,608,0
4347,0,263,610,0
4348,0,264,609,0
4349,0,263,609,0
4350,0,264,608,0
4351,0,264,608,0
4352,0,265,607,0
4353,0,265,607,0
4354,0,265,607,0
4355,0,262,610,0
4356,0,262,610,0
4357,0,262,610,0
4358,0,261,611,0
4359,0,261,611,0
4360,0,259,613,0
4361,0,259,613,0
4362,0,259,613,0
4363,0,260,612,0
4364,0,261,611,0
4365,0,261,611,0
4366,0,260,612,0
4367,0,260,612,0
4368,0,258,614,0
4369,0,259,613,0
4370,0,260,612,0
4371,0,259,613,0
4372,0,259,613,0
4373,0,258,613,0
4374,0,258,613,0
4375,0,258,613,0
4376,0,258,613,0
4377,0,259,612,0
4378,0,258,613,0
4379,0,259,612,0
4380,0,258,613,0
4381,0,258,613,0
4382,0,258,613,0
4383,0,259,612,0
4384,0,259,612,0
4385,0,259,612,0
4386,0,259,612,0
4387,0,261,610,0
4388,0,261,610,0
4389,0,259,611,0
4390,0,260,610,0
4391,0,260,610,0
4392,0,259,611,0
4393,0,259,611,0
4394,0,259,611,0
4395,0,260,610,0
4396,0,259,611,0
4397,0,260,610,0
4398,0,260,610,0
4399,0,260,610,0
4400,0,260,610,0
4401,0,260,610,0
4402,0,259,611,0
4403,0,257,613,0
4404,0,256,614,0
4405,0,258,612,0
4406,0,257,613,0
4407,0,258,612,0
4408,0,257,613,0
4409,0,257,613,0
4410,0,257,613,0
4411,0,258,612,0
4412,0,260,610,0
4413,0,260,610,0
4414,0,261,609,0
4415,0,262,608,0
4416,0,261,609,0
4417,0,263,607,0
4418,0,263,607,0
4419,0,264,606,0
4420,0,263,607,0
4421,0,265,605,0
4422,0,265,605,0
4423,0,265,605,0
4424,0,265,605,0
4425,0,265,605,0
4426,0,266,604,0
4427,0,265,605,0
4428,0,267,603,0
4429,0,267,603,0
4430,0,267,603,0
4431,0,266,604,0
4432,0,265,605,0
4433,0,265,605,0
4434,0,265,605,0
4435,0,265,605,0
4436,0,265,605,0
4437,0,265,605,0
4438,0,263,607,0
4439,0,264,606,0
4440,0,263,607,0
4441,0,263,607,0
4442,0,262,608,0
4443,0,262,608,0
4444,0,261,609,0
4445,0,262,608,0
4446,0,261,609,0
4447,0,262,608,0
4448,0,261,609,0
4449,0,260,610,0
4450,0,260,610,0
4451,0,258,612,0
4452,0,259,611,0
4453,0,259,611,0
4454,0,258,612,0
4455,0,258,612,0
4456,0,260,610,0
4457,0,260,610,0
4458,0,261,609,0
4459,0,261,609,0
4460,0,261,609,0
4461,0,261,609,0
4462,0,261,609,0
4463,0,260,610,0
4464,0,261,609,0
4465,0,263,607,0
4466,0,264,606,0
4467,0,263,607,0
4468,0,263,607,0
4469,0,263,607,0
4470,0,261,609,0
4471,0,262,608,0
4472,0,262,608,0
4473,0,262,608,0
4474,0,262,608,0
4475,0,262,608,0
4476,0,262,608,0
4477,0,263,607,0
4478,0,263,607,0
4479,0,263,607,0
4480,0,262,607,0
4481,0,262,607,0
4482,0,261,608,0
4483,0,262,607,0
4484,0,261,608,0
4485,0,261,608,0
4486,0,261,608,0
4487,0,261,608,0
4488,0,259,610,0
4489,0,258,611,0
4490,0,259,610,0
4491,0,259,610,0
4492,0,259,610,0
4493,0,259,610,0
4494,0,259,610,0
4495,0,259,610,0
4496,0,259,610,0
4497,0,257,611,0
4498,0,257,611,0
4499,0,257,611,0
4500,0,257,611,0
4501,0,258,610,0
4502,0,258,610,0
4503,0,258,610,0
4504,0,257,611,0
4505,0,257,611,0
4506,0,257,611,0
4507,0,256,612,0
4508,0,258,610,0
4509,0,258,610,0
4510,0,257,611,0
4511,0,258,610,0
4512,0,258,610,0
4513,0,257,611,0
4514,0,257,611,0
4515,0,258,610,0
4516,0,257,611,0
4517,0,256,612,0
4518,0,256,612,0
4519,0,255,613,0
4520,0,256,612,0
4521,0,256,612,0
4522,0,256,612,0
4523,0,257,611,0
4524,0,255,613,0
4525,0,255,613,0
4526,0,255,613,0
4527,0,255,613,0
4528,0,254,614,0
4529,0,254,614,0
4530,0,253,615,0
4531,0,252,616,0
4532,0,252,616,0
4533,0,252,615,0
4534,0,252,615,0
4535,0,253,614,0
4536,0,254,613,0
4537,0,254,613,0
4538,0,255,612,0
4539,0,258,609,0
4540,0,258,609,0
4541,0,258,609,0
4542,0,259,608,0
4543,0,260,607,0
4544,0,260,607,0
4545,0,260,607,0
4546,0,260,607,0
4547,0,258,609,0
4548,0,260,607,0
4549,0,260,607,0
4550,0,260,607,0
4551,0,259,608,0
4552,0,259,608,0
4553,0,259,608,0
4554,0,261,606,0
4555,0,261,606,0
4556,0,261,606,0
4557,0,261,606,0
4558,0,263,604,0
4559,0,263,604,0
4560,0,263,604,0
4561,0,263,604,0
4562,0,263,604,0
4563,0,263,604,0
4564,0,263,604,0
4565,0,263,604,0
4566,0,263,604,0
4567,0,263,604,0
4568,0,265,602,0
4569,0,265,602,0
4570,0,264,603,0
4571,0,264,603,0
4572,0,264,603,0
4573,0,264,603,0
4574,0,264,603,0
4575,0,264,603,0
4576,0,266,601,0
4577,0,267,600,0
4578,0,267,600,0
4579,0,267,600,0
4580,0,268,599,0
4581,0,268,599,0
4582,0,268,599,0
4583,0,268,599,0
4584,0,268,599,0
4585,0,270,597,0
4586,0,269,598,0
4587,0,269,598,0
4588,0,269,598,0
4589,0,269,598,0
4590,0,270,597,0
4591,0,269,598,0
4592,0,268,599,0
4593,0,267,600,0
4594,0,268,599,0
4595,0,267,600,0
4596,0,267,600,0
4597,0,267,600,0
4598,0,267,599,0
4599,0,267,599,0
4600,0,267,599,0
4601,0,268,598,0
4602,0,268,598,0
4603,0,268,598,0
4604,0,268,598,0
4605,0,269,597,0
4606,0,269,597,0
4607,0,269,597,0
4608,0,269,597,0
4609,0,269,597,0
4610,0,267,599,0
4611,0,267,599,0
4612,0,266,600,0
4613,0,267,599,0
4614,0,267,599,0
4615,0,266,600,0
4616,0,266,600,0
4617,0,266,600,0
4618,0,266,600,0
4619,0,266,600,0
4620,0,266,600,0
4621,0,265,601,0
4622,0,264,602,0
4623,0,265,601,0
4624,0,265,601,0
4625,0,266,600,0
4626,0,267,599,0
4627,0,267,599,0
4628,0,266,600,0
4629,0,266,600,0
4630,0,265,601,0
4631,0,266,600,0
4632,0,267,599,0
4633,0,267,599,0
4634,0,268,598,0
4635,0,269,597,0
4636,0,269,597,0
4637,0,269,597,0
4638,0,269,597,0
4639,0,268,598,0
4640,0,268,598,0
4641,0,266,600,0
4642,0,264,602,0
4643,0,265,601,0
4644,0,266,600,0
4645,0,266,600,0
4646,0,267,599,0
4647,0,268,598,0
4648,0,267,599,0
4649,0,266,600,0
4650,0,267,599,0
4651,0,266,600,0
4652,0,268,598,0
4653,0,267,599,0
4654,0,268,598,0
4655,0,267,599,0
4656,0,267,599,0
4657,0,267,599,0
4658,0,268,598,0
4659,0,266,600,0
4660,0,267,599,0
4661,0,267,599,0
4662,0,267,599,0
4663,0,267,599,0
4664,0,267,599,0
4665,0,267,599,0
4666,0,267,599,0
4667,0,268,598,0
4668,0,268,598,0
4669,0,267,599,0
4670,0,268,598,0
4671,0,267,599,0
4672,0,267,599,0
4673,0,268,598,0
4674,0,267,599,0
4675,0,267,599,0
4676,0,268,598,0
4677,0,267,599,0
4678,0,269,597,0
4679,0,269,597,0
4680,0,268,598,0
4681,0,269,597,0
4682,0,269,597,0
4683,0,270,596,0
4684,0,271,595,0
4685,0,270,596,0
4686,0,268,598,0
4687,0,268,598,0
4688,0,268,598,0
4689,0,267,599,0
4690,0,267,599,0
4691,0,267,599,0
4692,0,266,600,0
4693,0,266,600,0
4694,0,267,599,0
4695,0,268,598,0
4696,0,270,596,0
4697,0,270,596,0
4698,0,270,596,0
4699,0,270,596,0
4700,0,271,595,0
4701,0,271,595,0
4702,0,271,595,0
4703,0,271,595,0
4704,0,271,595,0
4705,0,271,595,0
4706,0,271,595,0
4707,0,272,594,0
4708,0,272,594,0
4709,0,272,594,0
4710,0,273,593,0
4711,0,272,594,0
4712,0,273,593,0
4713,0,271,595,0
4714,0,271,595,0
4715,0,271,595,0
4716,0,272,594,0
4717,0,272,594,0
4718,0,272,594,0
4719,0,273,593,0
4720,0,273,593,0
4721,0,272,594,0
4722,0,273,593,0
4723,0,272,594,0
4724,0,273,593,0
4725,0,274,592,0
4726,0,275,591,0
4727,0,277,589,0
4728,0,277,589,0
4729,0,278,588,0
4730,0,278,588,0
4731,0,277,589,0
4732,0,276,590,0
4733,0,277,589,0
4734,0,276,590,0
4735,0,277,589,0
4736,0,276,590,0
4737,0,278,588,0
4738,0,278,588,0
4739,0,278,588,0
4740,0,277,589,0
4741,0,276,590,0
4742,0,277,589,0
4743,0,277,589,0
4744,0,277,589,0
4745,0,277,589,0
4746,0,277,589,0
4747,0,277,589,0
4748,0,277,589,0
4749,0,278,588,0
4750,0,277,589,0
4751,0,277,589,0
4752,0,277,589,0
4753,0,278,588,0
4754,0,278,588,0
4755,0,279,587,0
4756,0,278,587,0
4757,0,279,586,0
4758,0,279,586,0
4759,0,279,586,0
4760,0,280,585,0
4761,0,279,586,0
4762,0,278,587,0
4763,0,278,587,0
4764,0,280,585,0
4765,0,278,587,0
4766,0,278,587,0
4767,0,278,587,0
4768,0,277,587,0
4769,0,277,587,0
4770,0,277,587,0
4771,0,276,588,0
4772,0,276,588,0
4773,0,276,588,0
4774,0,275,589,0
4775,0,275,589,0
4776,0,274,590,0
4777,0,275,589,0
4778,0,276,588,0
4779,0,277,587,0
4780,0,276,588,0
4781,0,274,590,0
4782,0,275,589,0
4783,0,275,589,0
4784,0,276,588,0
4785,0,276,588,0
4786,0,277,587,0
4787,0,277,587,0
4788,0,276,588,0
4789,0,276,588,0
4790,0,275,589,0
4791,0,275,589,0
4792,0,276,588,0
4793,0,277,587,0
4794,0,279,585,0
4795,0,279,585,0
4796,0,279,585,0
4797,0,279,585,0
4798,0,278,586,0
4799,0,278,586,0
4800,0,280,584,0
4801,0,279,585,0
4802,0,278,586,0
4803,0,278,586,0
4804,0,278,586,0
4805,0,278,586,0
4806,0,278,586,0
4807,0,278,586,0
4808,0,280,584,0
4809,0,279,585,0
4810,0,279,585,0
4811,0,280,584,0
4812,0,280,584,0
4813,0,280,584,0
4814,0,280,584,0
4815,0,280,584,0
4816,0,280,584,0
4817,0,280,584,0
4818,0,281,583,0
4819,0,281,583,0
4820,0,282,582,0
4821,0,282,582,0
4822,0,284,580,0
4823,0,284,580,0
4824,0,284,580,0
4825,0,284,580,0
4826,0,283,581,0
4827,0,284,580,0
4828,0,285,579,0
4829,0,285,579,0
4830,0,285,579,0
4831,0,284,580,0
4832,0,283,581,0
4833,0,283,581,0
4834,0,284,580,0
4835,0,285,579,0
4836,0,285,579,0
4837,0,285,579,0
4838,0,286,578,0
4839,0,285,579,0
4840,0,286,578,0
4841,0,287,577,0
4842,0,287,577,0
4843,0,286,578,0
4844,0,286,578,0
4845,0,286,578,0
4846,0,286,578,0
4847,0,287,577,0
4848,0,287,577,0
4849,0,288,576,0
4850,0,288,576,0
4851,0,288,576,0
4852,0,287,577,0
4853,0,287,577,0
4854,0,287,577,0
4855,0,287,577,0
4856,0,286,578,0
4857,0,286,578,0
4858,0,285,578,0
4859,0,284,579,0
4860,0,285,578,0
4861,0,284,578,0
4862,0,284,578,0
4863,0,283,579,0
4864,0,283,579,0
4865,0,283,579,0
4866,0,283,579,0
4867,0,282,580,0
4868,0,283,579,0
4869,0,283,579,0
4870,0,284,578,0
4871,0,283,578,0
4872,0,282,579,0
4873,0,281,580,0
4874,0,281,580,0
4875,0,281,580,0
4876,0,280,581,0
4877,0,280,581,0
4878,0,279,582,0
4879,0,278,583,0
4880,0,281,580,0
4881,0,281,580,0
4882,0,280,580,0
4883,0,280,580,0
4884,0,281,579,0
4885,0,281,579,0
4886,0,281,579,0
4887,0,280,580,0
4888,0,279,581,0
4889,0,279,581,0
4890,0,279,581,0
4891,0,279,581,0
4892,0,279,581,0
4893,0,279,581,0
4894,0,279,581,0
4895,0,280,580,0
4896,0,280,580,0
4897,0,280,580,0
4898,0,281,579,0
4899,0,280,580,0
4900,0,281,579,0
4901,0,281,579,0
4902,0,281,579,0
4903,0,281,579,0
4904,0,281,579,0
4905,0,280,580,0
4906,0,280,580,0
4907,0,280,580,0
4908,0,281,579,0
4909,0,280,580,0
4910,0,281,579,0
4911,0,281,579,0
4912,0,281,579,0
4913,0,282,578,0
4914,0,281,578,0
4915,0,281,578,0
4916,0,281,578,0
4917,0,282,577,0
4918,0,281,577,0
4919,0,282,576,0
4920,0,280,577,0
4921,0,281,576,0
4922,0,281,576,0
4923,0,281,576,0
4924,0,279,578,0
4925,0,280,577,0
4926,0,279,578,0
4927,0,279,578,0
4928,0,280,577,0
4929,0,280,577,0
4930,0,280,577,0
4931,0,280,577,0
4932,0,280,577,0
4933,0,280,577,0
4934,0,281,576,0
4935,0,279,578,0
4936,0,278,579,0
4937,0,277,580,0
4938,0,276,581,0
4939,0,276,581,0
4940,0,276,581,0
4941,0,277,580,0
4942,0,277,580,0
4943,0,276,581,0
4944,0,277,580,0
4945,0,276,581,0
4946,0,275,582,0
4947,0,277,580,0
4948,0,277,580,0
4949,0,277,580,0
4950,0,277,580,0
4951,0,277,580,0
4952,0,276,581,0
4953,0,276,581,0
4954,0,276,581,0
4955,0,276,581,0
4956,0,277,580,0
4957,0,277,580,0
4958,0,278,579,0
4959,0,278,579,0
4960,0,278,579,0
4961,0,277,580,0
4962,0,277,580,0
4963,0,278,579,0
4964,0,278,579,0
4965,0,278,579,0
4966,0,279,578,0
4967,0,278,579,0
4968,0,277,580,0
4969,0,277,580,0
4970,0,277,580,0
4971,0,278,579,0
4972,0,278,579,0
4973,0,279,578,0
4974,0,279,578,0
4975,0,280,577,0
4976,0,279,578,0
4977,0,279,578,0
4978,0,279,578,0
4979,0,279,578,0
4980,0,279,578,0
4981,0,279,578,0
4982,0,281,576,0
4983,0,281,576,0
4984,0,280,577,0
4985,0,279,578,0
4986,0,278,578,0
4987,0,280,576,0
4988,0,280,576,0
4989,0,281,575,0
4990,0,282,574,0
4991,0,282,574,0
4992,0,282,574,0
4993,0,282,574,0
4994,0,283,573,0
4995,0,282,574,0
4996,0,282,574,0
4997,0,282,574,0
4998,0,282,574,0
4999,0,281,575,0
5000,0,281,575,0
5001,0,281,575,0
5002,0,281,575,0
5003,0,282,574,0
5004,0,282,574,0
5005,0,282,574,0
5006,0,282,574,0
5007,0,282,574,0
5008,0,282,574,0
5009,0,281,575,0
5010,0,281,575,0
5011,0,281,575,0
5012,0,280,576,0
5013,0,280,576,0
5014,0,280,576,0
5015,0,280,576,0
5016,0,280,576,0
5017,0,280,576,0
5018,0,279,577,0
5019,0,279,577,0
5020,0,279,577,0
5021,0,279,577,0
5022,0,279,577,0
5023,0,279,577,0
5024,0,278,578,0
5025,0,278,578,0
5026,0,278,578,0
5027,0,279,577,0
5028,0,279,577,0
5029,0,279,577,0
5030,0,280,576,0
5031,0,280,575,0
5032,0,280,575,0
5033,0,280,575,0
5034,0,280,575,0
5035,0,280,575,0
5036,0,280,575,0
5037,0,280,575,0
5038,0,280,575,0
5039,0,279,576,0
5040,0,279,575,0
5041,0,279,575,0
5042,0,279,575,0
5043,0,278,576,0
5044,0,278,576,0
5045,0,278,576,0
5046,0,278,576,0
5047,0,277,577,0
5048,0,277,577,0
5049,0,275,579,0
5050,0,274,580,0
5051,0,273,581,0
5052,0,273,581,0
5053,0,273,581,0
5054,0,272,582,0
5055,0,272,582,0
5056,0,272,582,0
5057,0,272,582,0
5058,0,272,582,0
5059,0,272,582,0
5060,0,272,582,0
5061,0,272,582,0
5062,0,272,582,0
5063,0,272,582,0
5064,0,272,582,0
5065,0,272,582,0
5066,0,272,582,0
5067,0,273,581,0
5068,0,272,582,0
5069,0,272,582,0
5070,0,271,582,0
5071,0,271,582,0
5072,0,270,583,0
5073,0,271,582,0
5074,0,270,583,0
5075,0,272,581,0
5076,0,272,581,0
5077,0,272,581,0
5078,0,272,581,0
5079,0,272,581,0
5080,0,273,580,0
5081,0,274,579,0
5082,0,274,579,0
5083,0,273,580,0
5084,0,273,580,0
5085,0,274,579,0
5086,0,274,579,0
5087,0,273,580,0
5088,0,273,580,0
5089,0,272,581,0
5090,0,271,582,0
5091,0,271,582,0
5092,0,272,581,0
5093,0,272,581,0
5094,0,272,581,0
5095,0,272,581,0
5096,0,272,581,0
5097,0,271,582,0
5098,0,270,582,0
5099,0,269,583,0
5100,0,269,583,0
5101,0,269,583,0
5102,0,268,584,0
5103,0,267,585,0
5104,0,267,585,0
5105,0,267,585,0
5106,0,267,585,0
5107,0,265,587,0
5108,0,265,587,0
5109,0,265,587,0
5110,0,264,588,0
5111,0,265,587,0
5112,0,265,587,0
5113,0,265,587,0
5114,0,265,587,0
5115,0,266,586,0
5116,0,266,586,0
5117,0,265,587,0
5118,0,265,587,0
5119,0,265,587,0
5120,0,265,587,0
5121,0,266,586,0
5122,0,266,586,0
5123,0,266,586,0
5124,0,265,587,0
5125,0,263,589,0
5126,0,263,589,0
5127,0,263,589,0
5128,0,263,589,0
5129,0,263,589,0
5130,0,263,589,0
5131,0,262,590,0
5132,0,260,591,0
5133,0,260,591,0
5134,0,259,592,0
5135,0,259,592,0
5136,0,259,592,0
5137,0,257,594,0
5138,0,257,594,0
5139,0,256,595,0
5140,0,256,595,0
5141,0,254,597,0
5142,0,255,596,0
5143,0,256,595,0
5144,0,257,594,0
5145,0,257,594,0
5146,0,256,595,0
5147,0,256,595,0
5148,0,254,597,0
5149,0,254,597,0
5150,0,254,597,0
5151,0,254,597,0
5152,0,254,597,0
5153,0,254,597,0
5154,0,254,597,0
5155,0,254,597,0
5156,0,254,597,0
5157,0,255,596,0
5158,0,256,595,0
5159,0,256,595,0
5160,0,256,595,0
5161,0,255,596,0
5162,0,255,596,0
5163,0,255,596,0
5164,0,255,596,0
5165,0,255,596,0
5166,0,255,596,0
5167,0,254,597,0
5168,0,254,597,0
5169,0,254,597,0
5170,0,254,597,0
5171,0,255,596,0
5172,0,254,597,0
5173,0,255,596,0
5174,0,255,596,0
5175,0,255,596,0
5176,0,253,598,0
5177,0,253,598,0
5178,0,251,600,0
5179,0,251,600,0
5180,0,251,600,0
5181,0,252,599,0
5182,0,252,599,0
5183,0,253,598,0
5184,0,253,598,0
5185,0,251,600,0
5186,0,252,599,0
5187,0,252,599,0
5188,0,252,599,0
5189,0,252,599,0
5190,0,252,599,0
5191,0,251,599,0
5192,0,251,599,0
5193,0,251,599,0
5194,0,251,599,0
5195,0,251,599,0
5196,0,251,599,0
5197,0,252,598,0
5198,0,252,598,0
5199,0,252,598,0
5200,0,253,597,0
5201,0,253,597,0
5202,0,253,597,0
5203,0,252,598,0
5204,0,252,598,0
5205,0,252,598,0
5206,0,252,598,0
5207,0,252,598,0
5208,0,252,598,0
5209,0,252,598,0
5210,0,251,599,0
5211,0,251,599,0
5212,0,251,599,0
5213,0,251,599,0
5214,0,251,599,0
5215,0,251,599,0
5216,0,250,600,0
5217,0,250,600,0
5218,0,250,600,0
5219,0,250,600,0
5220,0,249,601,0
5221,0,248,602,0
5222,0,248,602,0
5223,0,247,603,0
5224,0,247,603,0
5225,0,247,603,0
5226,0,247,603,0
5227,0,247,603,0
5228,0,245,605,0
5229,0,244,606,0
5230,0,244,606,0
5231,0,243,607,0
5232,0,243,607,0
5233,0,243,607,0
5234,0,243,607,0
5235,0,242,608,0
5236,0,241,609,0
5237,0,241,609,0
5238,0,241,609,0
5239,0,242,608,0
5240,0,242,608,0
5241,0,241,609,0
5242,0,241,609,0
5243,0,240,610,0
5244,0,240,610,0
5245,0,241,609,0
5246,0,241,609,0
5247,0,241,609,0
5248,0,240,610,0
5249,0,240,610,0
5250,0,240,610,0
5251,0,240,610,0
5252,0,240,610,0
5253,0,239,611,0
5254,0,237,612,0
5255,0,237,612,0
5256,0,236,613,0
5257,0,235,614,0
5258,0,234,615,0
5259,0,232,617,0
5260,0,233,616,0
5261,0,233,616,0
5262,0,232,617,0
5263,0,231,618,0
5264,0,231,618,0
5265,0,232,617,0
5266,0,231,618,0
5267,0,231,618,0
5268,0,229,620,0
5269,0,229,620,0
5270,0,229,620,0
5271,0,231,618,0
5272,0,231,618,0
5273,0,231,618,0
5274,0,230,618,0
5275,0,230,618,0
5276,0,230,618,0
5277,0,230,618,0
5278,0,228,620,0
5279,0,229,619,0
5280,0,229,619,0
5281,0,229,619,0
5282,0,229,619,0
5283,0,229,619,0
5284,0,229,619,0
5285,0,229,619,0
5286,0,229,619,0
5287,0,229,619,0
5288,0,228,620,0
5289,0,228,620,0
5290,0,228,620,0
5291,0,228,620,0
5292,0,228,620,0
5293,0,228,620,0
5294,0,228,620,0
5295,0,228,620,0
5296,0,226,622,0
5297,0,225,623,0
5298,0,225,623,0
5299,0,226,622,0
5300,0,225,623,0
5301,0,225,623,0
5302,0,224,624,0
5303,0,225,623,0
5304,0,225,623,0
5305,0,224,624,0
5306,0,224,624,0
5307,0,223,625,0
5308,0,223,625,0
5309,0,224,624,0
5310,0,224,624,0
5311,0,224,624,0
5312,0,224,624,0
5313,0,225,623,0
5314,0,225,623,0
5315,0,225,623,0
5316,0,225,623,0
5317,0,226,622,0
5318,0,225,623,0
5319,0,225,623,0
5320,0,225,623,0
5321,0,224,624,0
5322,0,223,625,0
5323,0,222,626,0
5324,0,222,626,0
5325,0,221,627,0
5326,0,221,627,0
5327,0,222,626,0
5328,0,223,625,0
5329,0,223,625,0
5330,0,223,625,0
5331,0,224,624,0
5332,0,223,625,0
5333,0,222,626,0
5334,0,222,626,0
5335,0,223,625,0
5336,0,222,626,0
5337,0,221,627,0
5338,0,221,627,0
5339,0,221,627,0
5340,0,221,627,0
5341,0,221,627,0
5342,0,221,627,0
5343,0,220,628,0
5344,0,220,628,0
5345,0,219,629,0
5346,0,220,628,0
5347,0,221,627,0
5348,0,222,626,0
5349,0,222,626,0
5350,0,222,626,0
5351,0,221,627,0
5352,0,219,629,0
5353,0,219,629,0
5354,0,218,630,0
5355,0,217,631,0
5356,0,217,631,0
5357,0,217,631,0
5358,0,217,631,0
5359,0,218,630,0
5360,0,217,631,0
5361,0,219,629,0
5362,0,219,629,0
5363,0,218,630,0
5364,0,217,631,0
5365,0,216,632,0
5366,0,215,633,0
5367,0,214,634,0
5368,0,214,634,0
5369,0,215,633,0
5370,0,214,634,0
5371,0,215,633,0
5372,0,213,634,0
5373,0,213,634,0
5374,0,212,635,0
5375,0,212,635,0
5376,0,212,635,0
5377,0,214,633,0
5378,0,213,634,0
5379,0,213,634,0
5380,0,212,635,0
5381,0,213,634,0
5382,0,213,634,0
5383,0,211,636,0
5384,0,211,636,0
5385,0,211,636,0
5386,0,211,636,0
5387,0,211,636,0
5388,0,211,636,0
5389,0,211,636,0
5390,0,211,636,0
5391,0,211,636,0
5392,0,211,636,0
5393,0,210,637,0
5394,0,210,637,0
5395,0,210,637,0
5396,0,209,638,0
5397,0,209,638,0
5398,0,207,640,0
5399,0,207,640,0
5400,0,207,640,0
5401,0,207,640,0
5402,0,207,640,0
5403,0,206,641,0
5404,0,205,642,0
5405,0,205,642,0
5406,0,206,641,0
5407,0,206,641,0
5408,0,206,641,0
5409,0,206,641,0
5410,0,206,641,0
5411,0,206,641,0
5412,0,206,641,0
5413,0,206,641,0
5414,0,205,642,0
5415,0,204,643,0
5416,0,201,646,0
5417,0,202,645,0
5418,0,202,645,0
5419,0,202,645,0
5420,0,201,646,0
5421,0,201,646,0
5422,0,200,647,0
5423,0,200,647,0
5424,0,200,647,0
5425,0,200,647,0
5426,0,199,648,0
5427,0,198,649,0
5428,0,198,649,0
5429,0,198,649,0
5430,0,197,650,0
5431,0,197,650,0
5432,0,196,651,0
5433,0,196,651,0
5434,0,196,651,0
5435,0,196,651,0
5436,0,195,652,0
5437,0,195,652,0
5438,0,195,652,0
5439,0,194,653,0
5440,0,194,653,0
5441,0,194,653,0
5442,0,194,653,0
5443,0,194,653,0
5444,0,193,654,0
5445,0,193,654,0
5446,0,192,655,0
5447,0,191,656,0
5448,0,191,656,0
5449,0,190,657,0
5450,0,190,657,0
5451,0,190,657,0
5452,0,190,657,0
5453,0,189,658,0
5454,0,189,658,0
5455,0,188,659,0
5456,0,188,659,0
5457,0,186,661,0
5458,0,186,661,0
5459,0,186,661,0
5460,0,186,661,0
5461,0,186,661,0
5462,0,185,662,0
5463,0,186,661,0
5464,0,186,661,0
5465,0,186,661,0
5466,0,186,661,0
5467,0,186,661,0
5468,0,185,662,0
5469,0,184,663,0
5470,0,184,663,0
5471,0,184,663,0
5472,0,184,663,0
5473,0,183,664,0
5474,0,183,664,0
5475,0,182,665,0
5476,0,183,664,0
5477,0,182,665,0
5478,0,182,665,0
5479,0,182,665,0
5480,0,180,667,0
5481,0,180,667,0
5482,0,181,666,0
5483,0,181,666,0
5484,0,180,667,0
5485,0,180,667,0
5486,0,180,667,0
5487,0,180,667,0
5488,0,180,667,0
5489,0,180,667,0
5490,0,181,666,0
5491,0,181,666,0
5492,0,181,666,0
5493,0,181,666,0
5494,0,181,666,0
5495,0,181,666,0
5496,0,181,666,0
5497,0,180,667,0
5498,0,179,668,0
5499,0,178,669,0
5500,0,178,669,0
5501,0,178,669,0
5502,0,177,670,0
5503,0,177,670,0
5504,0,176,671,0
5505,0,175,672,0
5506,0,174,673,0
5507,0,173,674,0
5508,0,173,674,0
5509,0,174,673,0
5510,0,174,673,0
5511,0,174,673,0
5512,0,174,673,0
5513,0,173,674,0
5514,0,171,676,0
5515,0,171,676,0
5516,0,171,676,0
5517,0,171,676,0
5518,0,171,676,0
5519,0,172,675,0
5520,0,170,677,0
5521,0,170,677,0
5522,0,171,676,0
5523,0,171,676,0
5524,0,171,676,0
5525,0,171,676,0
5526,0,172,675,0
5527,0,172,675,0
5528,0,170,677,0
